URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,positive_score,negative_score,polarity_score,subjectivity_score,avg_sentence_length,Percentage_of_Complex_words,Fog_Index,complex_word_count,word_count,avg_syllable_word_count,pp_count,average_word_length
123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,,,,,,,,,,,,,,0.4278615108013041,0.037604662895029284,0.8935558467479522,0.5225360479173118,14,146,0.21860270573774743,174,622,0.39172321270962795,6,0.2799870712585262
321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,,,,,,,,,,,,,,0.06609159838959489,0.3952855665279237,0.5689299710137043,0.4866481130293365,11,190,0.690669510389374,152,677,0.2491637179106989,11,0.5738351675116141
2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,,,,,,,,,,,,,,0.11272371293719996,0.9410325018831819,0.432672503339961,0.432278043579701,11,147,0.18778255126922028,100,843,0.08650167723107749,11,0.46642901069301435
4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,,,,,,,,,,,,,,0.6055158560545474,0.3468292659689117,0.7912117764864827,0.8371208209863735,17,108,0.37830935490151396,170,953,0.5986637984435841,8,0.15743545551150906
432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,,,,,,,,,,,,,,0.9580388369659948,0.1725447100081382,0.7602596619092783,0.10974382062378418,11,173,0.626886668834457,115,504,0.2658431031474354,5,0.34673923116789473
2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,,,,,,,,,,,,,,0.4713238868614522,0.9316464218760503,0.5215552945212101,0.7148882237591893,14,169,0.9042471231059139,127,595,0.25447897139699205,10,0.0661240889745277
3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,,,,,,,,,,,,,,0.3301342582234301,0.30542756597567466,0.8943874895613069,0.9317474155757072,17,160,0.803442848684283,154,968,0.8531960719165828,11,0.7384861676449533
4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,,,,,,,,,,,,,,0.7000539315886994,0.9940547642340747,0.5534621771629813,0.047492692110837176,15,144,0.0417704675477415,102,943,0.594051478968843,12,0.5238064518398801
4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,,,,,,,,,,,,,,0.29020926207072484,0.7774509668520502,0.3677462120130217,0.8588170529715143,17,190,0.8665763901677732,102,566,0.7922411641378421,12,0.8025457338323811
5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,,,,,,,,,,,,,,0.8818112427992126,0.9552522275098186,0.09771051929031849,0.5753455812386269,15,166,0.3787876242950091,117,864,0.002994935306180224,10,0.4609699368167137
5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,,,,,,,,,,,,,,0.30065487740498864,0.34301432343547544,0.465526871421753,0.4385044570859643,14,168,0.38679328897340404,135,554,0.472005008942611,6,0.2894235565749115
6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,,,,,,,,,,,,,,0.016426638590353426,0.8528701250799957,0.6043209601507497,0.7865463782892433,18,154,0.0036079713176619954,155,849,0.9857456582328903,14,0.7319679398958095
6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,,,,,,,,,,,,,,0.9050774267961168,0.5353162476955146,0.8610896216204267,0.6270816641309542,12,121,0.3498912006611453,107,763,0.30250643040781944,8,0.006867588089817467
7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,,,,,,,,,,,,,,0.8575837751092196,0.4675823696456677,0.5066195598538157,0.43841852345782506,13,139,0.7238321346113243,111,775,0.9194996234060991,13,0.49987831222380064
7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,,,,,,,,,,,,,,0.12264460934488408,0.5429429252830568,0.4853203867783036,0.34870997989326313,19,178,0.9660894999716415,191,830,0.49403480026322655,5,0.6231778378489246
7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,,,,,,,,,,,,,,0.28576872976692347,0.4109174032433147,0.28390930060331,0.25216628933496343,12,113,0.7150587438627138,151,558,0.2113443202732418,7,0.1671597872246141
8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,,,,,,,,,,,,,,0.49396236341581534,0.7740113605963542,0.8814284087793253,0.5302326122216873,12,100,0.13656770240258898,188,927,0.5564135631232126,10,0.7525269601673792
8897.2,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,,,,,,,,,,,,,,0.8209879516263587,0.4647290352071305,0.41985789618553737,0.007201337069272951,17,147,0.6419845592691775,155,720,0.8876742956288676,11,0.83391916902099
9359.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,,,,,,,,,,,,,,0.7593578545438086,0.9749316338292023,0.2459067572158059,0.7524513377496284,10,152,0.7090772882249848,124,719,0.6694645461900927,5,0.40491373538621633
10282.6,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,,,,,,,,,,,,,,0.060483264159634564,0.8460471227630226,0.32077220321895694,0.9296889916630445,12,195,0.40513293187829325,115,921,0.7098597211731555,13,0.0071485305535999855
10744.4,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,,,,,,,,,,,,,,0.12107962267311334,0.020146801302860617,0.4874669765804759,0.03965027037657631,11,171,0.9273897246368551,140,941,0.30715095780227797,9,0.6775414869796627
11206.2,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,,,,,,,,,,,,,,0.6766754658592551,0.5757941677047503,0.746629226244922,0.6514025753217613,10,114,0.01096387456281911,196,536,0.40427830389329567,11,0.6933723096810823
11668.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,,0.8473129763632141,0.9234054450225746,0.06610832365237307,0.9466791538684161,16,151,0.5676457384306225,102,634,0.6464564139171749,13,0.7042683498392323
12129.8,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,,,,,,,,,,,,,,0.8419648207915809,0.746382770600214,0.660389670747022,0.13105207913963324,18,130,0.3459473321160125,119,941,0.011834823444104359,8,0.45301986568467567
12591.6,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,,,,,,,,,,,,,,0.6565535202786444,0.38814148045806907,0.21164129880468674,0.9051039885358532,14,105,0.8123470106954975,175,896,0.606710260240047,7,0.32994519480469986
13053.4,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,,,,,,,,,,,,,,0.0350637520852104,0.626988207295249,0.4844493148234176,0.6941316670429899,11,107,0.5922901737320352,186,722,0.4864615432402756,10,0.70944927160432
13515.2,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,,,,,,,,,,,,,,0.5410049997309508,0.9611596453522928,0.08765076316383635,0.36894413712166607,11,165,0.5904017018294184,163,545,0.6151644919014033,6,0.7803488554562652
13977.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,,,,,,,,,,,,,,0.9284390096911431,0.02679486491499672,0.40376774690776385,0.5923836116848198,16,131,0.07397273081509881,183,697,0.8117643886759437,13,0.8068918153883669
14438.8,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,,,,,,,,,,,,,,0.2690945846756596,0.40216389958557885,0.8000358322386822,0.29358433509579085,14,166,0.3351877395139984,179,883,0.23173103782479965,5,0.5602668686865547
14900.6,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,,,,,,,,,,,,,,0.8401831785861974,0.28717898350274274,0.3496557642581408,0.24395431080450403,16,117,0.1786686718866637,178,700,0.9207412824800713,13,0.8730410486941496
15362.4,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,,,,,,,,,,,,,,0.878964846132268,0.6223448797145748,0.2944341920964987,0.7712064841746503,19,163,0.7512335893508342,101,661,0.5531644720806309,10,0.19986524138906547
15824.2,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,,,,,,,,,,,,,,0.9741782289281727,0.517340223423418,0.7927266507289779,0.3804773202479047,15,130,0.4307592929089774,121,500,0.3092773799912174,12,0.4420301234920465
16286.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,,,,,,,,,,,,,,0.19099585723453005,0.143555755318174,0.3742018779556344,0.8874842401734113,11,177,0.1582734632858115,197,702,0.8223777934838482,8,0.963889754515559
16747.8,https://insights.blackcoffer.com/evolution-of-advertising-industry/,,,,,,,,,,,,,,0.0107989022394962,0.21432917853098088,0.6942152460274827,0.5610746327010412,14,197,0.19969076179335998,178,991,0.40202775235014543,6,0.39429944218695623
17209.6,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,,,,,,,,,,,,,,0.06908161528807644,0.22745132855734218,0.057454539620387046,0.3243823520715692,16,133,0.9669679553151297,104,894,0.10322665940632147,11,0.19594754018145666
17671.4,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,,0.9191361477719111,0.6522848133065955,0.015225301592268425,0.8917078291494811,13,184,0.7446200299495448,113,526,0.2074951878912321,12,0.4315822800360064
18133.2,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,,,,,,,,,,,,,,0.50904784038093,0.8154098076159451,0.46400177248368635,0.3674971619422246,13,139,0.4370191519800998,140,893,0.2168932036487845,5,0.8002344136792855
18595.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,,,,,,,,,,,,,,0.6642738389130447,0.06040466419891599,0.3377852526008871,0.5334936104622587,14,120,0.14557431796148712,104,861,0.42549591090521977,12,0.5530972723844483
19056.8,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,,,,,,,,,,,,,,0.3732758314083323,0.02428251472240417,0.026603932261991425,0.49837466442570677,15,165,0.1262092287879777,124,991,0.6624956421220916,11,0.5102639848035982
19518.6,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,,,,,,,,,,,,,,0.033550216271455824,0.4537058130601853,0.03318415102602379,0.18986682602239136,13,142,0.08379078051603706,195,741,0.513215737441698,5,0.2606282327775358
19980.4,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,,,,,,,,,,,,,,0.9053394237173942,0.7821375802547987,0.5565080979703984,0.9888266860311918,14,196,0.8094234444241859,180,949,0.0828483348841541,5,0.0675828383185505
20442.2,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,,,,,,,,,,,,,,0.776621988948078,0.251829554700837,0.30020072305776657,0.5091394679242233,11,176,0.28056535489591383,160,878,0.7549961420504683,13,0.9553306807982238
20904.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,,,,,,,,,,,,,,0.46453595436682005,0.9588679146856375,0.3157628770496823,0.3184087770196685,14,190,0.11433047690954534,106,525,0.8901124196290578,14,0.7354138497690003
21365.8,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,,,,,,,,,,,,,,0.3194763566216339,0.379409986284756,0.19170157687348865,0.7717541348638929,19,161,0.3199340574026627,104,782,0.45832550424735374,7,0.1541720150723379
21827.6,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,,,,,,,,,,,,,,0.27456438505052916,0.010902865296245623,0.8994566810308203,0.6759796167432718,13,103,0.5671661660739065,119,616,0.8669815422790521,6,0.3682606842241368
22289.4,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,,,,,,,,,,,,,,0.6959746697028072,0.9670597683150322,0.022704343963868112,0.6766189046904689,18,174,0.2090088627580423,187,723,0.21413627645172573,6,0.9145943987480513
22751.2,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,,,,,,,,,,,,,,0.4624956927689914,0.6214323273061823,0.13472648081079786,0.3542918945625889,13,165,0.6645829061979662,193,877,0.8610298973762156,9,0.2408633683087138
23213.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,,,,,,,,,,,,,,0.15398929666365846,0.2733420002720812,0.44514026652318806,0.9604786040077783,15,110,0.8138015031572343,127,732,0.5618466965052844,11,0.10692383525329097
